"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"OECD members","OED","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"OECD members","OED","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Other small states","OSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",56.0238039495293
"Other small states","OSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",71.7121024026246
"Other small states","OSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",55.0072794877481
"Other small states","OSS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",86.7864891703091
"Other small states","OSS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Other small states","OSS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Other small states","OSS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Other small states","OSS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Other small states","OSS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Pacific island small states","PSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",27.4745603181414
"Pacific island small states","PSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",79.548082762729
"Pacific island small states","PSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",71.2903659321344
"Pacific island small states","PSS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",93.1514265841781
"Pacific island small states","PSS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Pacific island small states","PSS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Pacific island small states","PSS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Pacific island small states","PSS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Pacific island small states","PSS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Post-demographic dividend","PST","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",99.1269557377323
"Post-demographic dividend","PST","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.9997577832045
"Post-demographic dividend","PST","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",99.9987108827373
"Post-demographic dividend","PST","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Post-demographic dividend","PST","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Post-demographic dividend","PST","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Post-demographic dividend","PST","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Post-demographic dividend","PST","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Post-demographic dividend","PST","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Pre-demographic dividend","PRE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",14.3939795242505
"Pre-demographic dividend","PRE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",43.0376258169715
"Pre-demographic dividend","PRE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",26.376628734812
"Pre-demographic dividend","PRE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",75.0816528824576
"Pre-demographic dividend","PRE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Pre-demographic dividend","PRE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Pre-demographic dividend","PRE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Pre-demographic dividend","PRE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Pre-demographic dividend","PRE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Small states","SST","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",60.7901255828163
"Small states","SST","Access to electricity (% of population)","EG.ELC.ACCS.ZS",76.6280749363007
"Small states","SST","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",66.0880090055647
"Small states","SST","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",88.7241886391161
"Small states","SST","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Small states","SST","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Small states","SST","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Small states","SST","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Small states","SST","GINI index (World Bank estimate)","SI.POV.GINI",NA
"South Asia","SAS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",38.5905519604674
"South Asia","SAS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",85.5691498225237
"South Asia","SAS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",79.3968768393485
"South Asia","SAS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",98.1435222789942
"South Asia","SAS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"South Asia","SAS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"South Asia","SAS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"South Asia","SAS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"South Asia","SAS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"South Asia (IDA & IBRD)","TSA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",38.5905519604674
"South Asia (IDA & IBRD)","TSA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",85.5691498225237
"South Asia (IDA & IBRD)","TSA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",79.3968768393485
"South Asia (IDA & IBRD)","TSA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",98.1435222789942
"South Asia (IDA & IBRD)","TSA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"South Asia (IDA & IBRD)","TSA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"South Asia (IDA & IBRD)","TSA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"South Asia (IDA & IBRD)","TSA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"South Asia (IDA & IBRD)","TSA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sub-Saharan Africa","SSF","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",14.3294595976252
"Sub-Saharan Africa","SSF","Access to electricity (% of population)","EG.ELC.ACCS.ZS",42.8137538402121
"Sub-Saharan Africa","SSF","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",24.8101993371875
"Sub-Saharan Africa","SSF","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",75.9583270967022
"Sub-Saharan Africa","SSF","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sub-Saharan Africa","SSF","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sub-Saharan Africa","SSF","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sub-Saharan Africa","SSF","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sub-Saharan Africa","SSF","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sub-Saharan Africa (excluding high income)","SSA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",14.3224920072688
"Sub-Saharan Africa (excluding high income)","SSA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",42.8085131785629
"Sub-Saharan Africa (excluding high income)","SSA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",24.8046775314279
"Sub-Saharan Africa (excluding high income)","SSA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",75.9552897546819
"Sub-Saharan Africa (excluding high income)","SSA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sub-Saharan Africa (excluding high income)","SSA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sub-Saharan Africa (excluding high income)","SSA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sub-Saharan Africa (excluding high income)","SSA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sub-Saharan Africa (excluding high income)","SSA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",14.3294595976252
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",42.8137538402121
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",24.8101993371875
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",75.9583270967022
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Upper middle income","UMC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",73.4663520871546
"Upper middle income","UMC","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.4278121050539
"Upper middle income","UMC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",98.7525132312092
"Upper middle income","UMC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.7865328197758
"Upper middle income","UMC","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Upper middle income","UMC","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Upper middle income","UMC","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Upper middle income","UMC","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Upper middle income","UMC","GINI index (World Bank estimate)","SI.POV.GINI",NA
"World","WLD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",59.3225044506845
"World","WLD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",87.3510476766912
